;file;cue;rt;run;group;ID
440;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;296;47;1;Rests_03
441;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;230;47;1;Rests_03
444;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;172;48;1;Rests_03
445;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;32;49;1;Rests_03
446;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;250;49;1;Rests_03
447;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;273;50;1;Rests_03
448;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;250;49;1;Rests_03
449;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;260;51;1;Rests_03
453;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;260;52;1;Rests_03
454;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;315;51;1;Rests_03
455;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;276;53;1;Rests_03
456;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;278;52;1;Rests_03
458;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;257;54;1;Rests_03
459;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;241;53;1;Rests_03
461;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;256;54;1;Rests_03
463;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;291;55;1;Rests_03
464;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;252;56;1;Rests_03
465;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;294;55;1;Rests_03
466;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;334;55;1;Rests_03
467;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;279;56;1;Rests_03
469;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;364;56;1;Rests_03
470;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;253;57;1;Rests_03
472;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;318;58;1;Rests_03
473;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;285;59;1;Rests_03
474;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;291;58;1;Rests_03
475;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;303;58;1;Rests_03
477;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;258;59;1;Rests_03
478;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;271;60;1;Rests_03
479;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;259;61;1;Rests_03
480;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;274;60;1;Rests_03
482;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;259;61;1;Rests_03
483;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;283;62;1;Rests_03
484;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;265;61;1;Rests_03
485;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;294;62;1;Rests_03
486;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;269;63;1;Rests_03
488;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;266;63;1;Rests_03
490;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;252;63;1;Rests_03
491;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;318;64;1;Rests_03
492;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;244;65;1;Rests_03
493;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;258;64;1;Rests_03
495;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;286;66;1;Rests_03
496;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;284;65;1;Rests_03
497;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;249;67;1;Rests_03
498;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;252;66;1;Rests_03
500;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;248;67;1;Rests_03
501;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;221;68;1;Rests_03
502;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;232;67;1;Rests_03
503;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;234;68;1;Rests_03
504;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;240;69;1;Rests_03
506;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;234;69;1;Rests_03
507;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;253;70;1;Rests_03
508;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;245;69;1;Rests_03
511;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;290;71;1;Rests_03
512;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;258;71;1;Rests_03
513;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;227;71;1;Rests_03
514;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;233;72;1;Rests_03
515;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;241;72;1;Rests_03
516;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;245;72;1;Rests_03
518;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;250;73;1;Rests_03
520;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;262;74;1;Rests_03
521;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;247;73;1;Rests_03
523;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;266;75;1;Rests_03
524;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;273;74;1;Rests_03
525;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;276;76;1;Rests_03
526;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;264;76;1;Rests_03
527;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;244;75;1;Rests_03
528;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;227;77;1;Rests_03
530;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;250;76;1;Rests_03
531;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;261;77;1;Rests_03
533;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;242;78;1;Rests_03
534;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;238;79;1;Rests_03
535;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;256;78;1;Rests_03
536;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;242;79;1;Rests_03
537;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;268;80;1;Rests_03
539;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;31;80;1;Rests_03
543;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;248;81;1;Rests_03
544;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;238;82;1;Rests_03
545;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;266;82;1;Rests_03
546;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;291;82;1;Rests_03
547;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;264;83;1;Rests_03
548;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;271;83;1;Rests_03
550;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;250;84;1;Rests_03
551;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;278;84;1;Rests_03
552;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;287;84;1;Rests_03
553;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;177;85;1;Rests_03
554;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;234;85;1;Rests_03
555;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;219;86;1;Rests_03
558;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;242;87;1;Rests_03
559;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;242;86;1;Rests_03
560;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;252;87;1;Rests_03
561;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;243;87;1;Rests_03
564;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;266;88;1;Rests_03
565;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;252;89;1;Rests_03
566;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;263;89;1;Rests_03
567;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;266;90;1;Rests_03
568;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;254;89;1;Rests_03
569;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;276;90;1;Rests_03
572;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;267;91;1;Rests_03
573;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;239;92;1;Rests_03
574;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;187;92;1;Rests_03
575;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;249;91;1;Rests_03
576;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;256;93;1;Rests_03
577;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;273;92;1;Rests_03
578;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;255;93;1;Rests_03
579;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;225;94;1;Rests_03
582;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;213;94;1;Rests_03
583;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;148;95;1;Rests_03
584;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;206;95;1;Rests_03
585;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;269;95;1;Rests_03
586;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;238;96;1;Rests_03
590;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;261;97;1;Rests_03
591;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;305;98;1;Rests_03
593;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;298;98;1;Rests_03
594;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;318;98;1;Rests_03
595;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;272;99;1;Rests_03
596;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;267;99;1;Rests_03
597;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;248;99;1;Rests_03
598;Rests_03_MID_Teil2_2020-06-10_13-12-28;2;268;100;1;Rests_03
599;Rests_03_MID_Teil2_2020-06-10_13-12-28;1;268;100;1;Rests_03
600;Rests_03_MID_Teil2_2020-06-10_13-12-28;3;264;100;1;Rests_03
601;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;254;1;1;Rests_04
602;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;210;1;1;Rests_04
603;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;211;1;1;Rests_04
604;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;216;2;1;Rests_04
605;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;221;2;1;Rests_04
606;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;127;2;1;Rests_04
609;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;217;3;1;Rests_04
610;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;218;4;1;Rests_04
611;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;227;4;1;Rests_04
612;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;212;4;1;Rests_04
613;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;217;5;1;Rests_04
614;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;217;5;1;Rests_04
615;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;137;5;1;Rests_04
618;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;207;6;1;Rests_04
619;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;212;7;1;Rests_04
620;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;209;7;1;Rests_04
621;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;228;7;1;Rests_04
622;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;217;8;1;Rests_04
623;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;207;8;1;Rests_04
626;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;211;9;1;Rests_04
629;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;204;10;1;Rests_04
630;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;209;10;1;Rests_04
631;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;209;11;1;Rests_04
632;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;212;11;1;Rests_04
633;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;192;11;1;Rests_04
634;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;208;12;1;Rests_04
635;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;222;12;1;Rests_04
636;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;39;12;1;Rests_04
638;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;150;13;1;Rests_04
641;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;246;14;1;Rests_04
642;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;237;14;1;Rests_04
643;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;209;15;1;Rests_04
644;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;210;15;1;Rests_04
645;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;211;15;1;Rests_04
646;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;210;16;1;Rests_04
647;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;159;16;1;Rests_04
648;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;215;16;1;Rests_04
651;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;215;17;1;Rests_04
652;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;231;18;1;Rests_04
653;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;247;18;1;Rests_04
655;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;201;19;1;Rests_04
656;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;232;19;1;Rests_04
657;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;223;19;1;Rests_04
658;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;205;20;1;Rests_04
659;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;223;20;1;Rests_04
661;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;216;21;1;Rests_04
663;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;210;21;1;Rests_04
664;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;213;22;1;Rests_04
665;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;214;22;1;Rests_04
666;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;225;22;1;Rests_04
667;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;204;23;1;Rests_04
668;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;209;23;1;Rests_04
671;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;205;24;1;Rests_04
672;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;234;24;1;Rests_04
674;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;195;25;1;Rests_04
675;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;63;25;1;Rests_04
676;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;235;26;1;Rests_04
678;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;238;26;1;Rests_04
679;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;214;27;1;Rests_04
681;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;235;27;1;Rests_04
682;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;237;28;1;Rests_04
683;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;241;28;1;Rests_04
684;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;257;28;1;Rests_04
685;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;199;29;1;Rests_04
686;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;224;29;1;Rests_04
688;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;235;30;1;Rests_04
689;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;235;30;1;Rests_04
690;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;230;30;1;Rests_04
691;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;216;31;1;Rests_04
692;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;200;31;1;Rests_04
695;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;214;32;1;Rests_04
696;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;236;32;1;Rests_04
697;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;219;33;1;Rests_04
698;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;239;33;1;Rests_04
699;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;226;33;1;Rests_04
702;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;231;35;1;Rests_04
703;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;225;34;1;Rests_04
704;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;212;36;1;Rests_04
705;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;236;35;1;Rests_04
706;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;219;35;1;Rests_04
708;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;220;37;1;Rests_04
710;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;247;37;1;Rests_04
711;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;217;38;1;Rests_04
712;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;233;37;1;Rests_04
713;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;291;39;1;Rests_04
714;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;232;38;1;Rests_04
716;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;218;39;1;Rests_04
717;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;225;40;1;Rests_04
718;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;228;39;1;Rests_04
719;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;237;40;1;Rests_04
722;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;222;41;1;Rests_04
723;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;218;42;1;Rests_04
724;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;262;41;1;Rests_04
725;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;222;42;1;Rests_04
726;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;215;43;1;Rests_04
727;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;202;42;1;Rests_04
729;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;211;43;1;Rests_04
730;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;186;43;1;Rests_04
731;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;202;44;1;Rests_04
735;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;230;45;1;Rests_04
736;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;250;45;1;Rests_04
737;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;227;46;1;Rests_04
738;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;231;47;1;Rests_04
739;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;249;46;1;Rests_04
740;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;229;47;1;Rests_04
741;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;220;47;1;Rests_04
745;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;266;49;1;Rests_04
746;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;277;49;1;Rests_04
747;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;289;49;1;Rests_04
749;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;233;51;1;Rests_04
750;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;216;50;1;Rests_04
751;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;256;50;1;Rests_04
752;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;220;51;1;Rests_04
753;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;151;52;1;Rests_04
754;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;248;51;1;Rests_04
759;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;242;54;1;Rests_04
760;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;280;53;1;Rests_04
761;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;283;54;1;Rests_04
762;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;270;55;1;Rests_04
763;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;243;54;1;Rests_04
764;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;268;56;1;Rests_04
765;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;249;55;1;Rests_04
767;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;262;57;1;Rests_04
768;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;262;56;1;Rests_04
770;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;266;57;1;Rests_04
771;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;240;57;1;Rests_04
772;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;250;58;1;Rests_04
774;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;293;58;1;Rests_04
775;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;244;58;1;Rests_04
776;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;223;59;1;Rests_04
777;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;278;59;1;Rests_04
778;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;237;60;1;Rests_04
781;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;267;60;1;Rests_04
782;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;286;61;1;Rests_04
783;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;247;61;1;Rests_04
786;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;223;62;1;Rests_04
787;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;313;63;1;Rests_04
788;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;253;63;1;Rests_04
789;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;262;64;1;Rests_04
790;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;280;63;1;Rests_04
791;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;252;64;1;Rests_04
793;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;251;65;1;Rests_04
794;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;273;65;1;Rests_04
795;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;275;66;1;Rests_04
796;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;241;65;1;Rests_04
797;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;235;66;1;Rests_04
800;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;246;67;1;Rests_04
801;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;292;67;1;Rests_04
802;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;224;68;1;Rests_04
804;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;224;69;1;Rests_04
805;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;219;69;1;Rests_04
806;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;253;68;1;Rests_04
807;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;257;70;1;Rests_04
808;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;262;70;1;Rests_04
809;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;237;69;1;Rests_04
812;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;221;70;1;Rests_04
814;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;277;72;1;Rests_04
815;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;254;72;1;Rests_04
816;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;260;73;1;Rests_04
817;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;230;72;1;Rests_04
818;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;202;73;1;Rests_04
819;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;236;74;1;Rests_04
822;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;234;74;1;Rests_04
823;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;287;75;1;Rests_04
824;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;253;75;1;Rests_04
825;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;244;75;1;Rests_04
826;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;228;76;1;Rests_04
827;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;238;76;1;Rests_04
829;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;226;77;1;Rests_04
830;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;237;77;1;Rests_04
831;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;226;78;1;Rests_04
832;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;215;78;1;Rests_04
833;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;186;77;1;Rests_04
839;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;281;80;1;Rests_04
841;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;261;81;1;Rests_04
842;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;272;80;1;Rests_04
843;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;246;82;1;Rests_04
844;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;267;82;1;Rests_04
845;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;287;81;1;Rests_04
846;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;273;83;1;Rests_04
847;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;275;82;1;Rests_04
848;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;252;83;1;Rests_04
855;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;259;86;1;Rests_04
856;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;287;85;1;Rests_04
857;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;277;86;1;Rests_04
858;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;306;87;1;Rests_04
859;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;242;87;1;Rests_04
860;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;285;86;1;Rests_04
861;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;253;87;1;Rests_04
862;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;234;88;1;Rests_04
864;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;273;89;1;Rests_04
865;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;266;88;1;Rests_04
866;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;233;89;1;Rests_04
867;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;264;90;1;Rests_04
873;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;331;91;1;Rests_04
874;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;390;92;1;Rests_04
875;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;288;92;1;Rests_04
876;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;304;92;1;Rests_04
877;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;320;93;1;Rests_04
883;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;248;95;1;Rests_04
884;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;263;94;1;Rests_04
885;Rests_04_MID_Teil2_2020-06-16_13-45-34;1;252;95;1;Rests_04
886;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;225;96;1;Rests_04
887;Rests_04_MID_Teil2_2020-06-16_13-45-34;3;268;96;1;Rests_04
888;Rests_04_MID_Teil2_2020-06-16_13-45-34;2;252;97;1;Rests_04
